economy,date,country,net_borrow,kai,kao,bank_con,legor_uk,dist_eq,bond_market_cap,bo_plbn_scaled,bo_siln_scaled,bo_pabr_scaled,bo_siar_scaled
PH,2016,Philippines,-0.613,0.75,1.0,43.71782,0.0,1622.9100341796875,33.62,0.0,0.0297442004084587,0.0297442004084587,0.0297442004084587
PH,2017,Philippines,0.369,0.95,1.0,47.45459,0.0,1622.9100341796875,34.64,0.0,0.0288683604449033,0.0288683604449033,0.0288683604449033
PH,2018,Philippines,0.39,,,,0.0,1622.9100341796875,34.99,,,,
PH,2019,Philippines,1.55,,,,0.0,1622.9100341796875,,,,,
SG,1997,Singapore,-1.983,0.1,0.15,64.70364,1.0,143.4499969482422,26.83,0.0,0.037271711975336,0.0,0.0
SG,1998,Singapore,-5.663,0.15,0.25,85.38573,1.0,143.4499969482422,33.89,0.0,0.0295072291046381,0.0,0.0
SG,1999,Singapore,-2.414,0.15,0.25,95.9883,1.0,143.4499969482422,42.6,0.0,0.0234741792082786,0.0,0.0
SG,2000,Singapore,-5.204,0.15,0.3,92.89428,1.0,143.4499969482422,46.64,0.0,0.0214408226311206,0.0,0.0
SG,2001,Singapore,-4.593,0.1,0.25,95.94639,1.0,143.4499969482422,62.98,0.0,0.0158780571073293,0.0,0.0
SG,2002,Singapore,-1.197,0.1,0.25,98.30023,1.0,143.4499969482422,64.0,0.0,0.015625,0.0,0.0
SG,2003,Singapore,-2.232,0.1,0.25,100.0,1.0,143.4499969482422,67.04,0.0,0.0149164674803614,0.0,0.0
SG,2004,Singapore,-0.678,0.1,0.15,97.88456,1.0,143.4499969482422,67.11,0.0,0.0149009088054299,0.0,0.0
SG,2005,Singapore,-2.06,0.1,0.15,94.76936,1.0,143.4499969482422,64.97,0.0,0.0,0.0,0.0
SG,2006,Singapore,-2.556,0.1,0.15,85.16843,1.0,143.4499969482422,64.57,0.0,0.0,0.0,0.0
SG,2007,Singapore,-2.16,0.1,0.15,84.94628,1.0,143.4499969482422,64.24,0.0,0.0,0.0,0.0
SG,2008,Singapore,-7.12,0.1,0.15,94.09249,1.0,143.4499969482422,66.58,0.0,0.0,0.0,0.0
SG,2009,Singapore,-3.589,0.1,0.15,88.7845,1.0,143.4499969482422,70.04,0.0,0.0,0.0,0.0
SG,2010,Singapore,0.094,0.1,0.15,89.6809,1.0,143.4499969482422,66.36,0.0,0.0,0.0,0.0
SG,2011,Singapore,-5.684,0.1,0.15,89.9116,1.0,143.4499969482422,70.36,0.0,0.0,0.0,0.0
SG,2012,Singapore,-7.962,0.1,0.15,89.9136,1.0,143.4499969482422,76.47,0.0,0.0,0.0,0.0
SG,2013,Singapore,-7.337,0.1,0.15,86.65173,1.0,143.4499969482422,79.98,0.0,0.0,0.0,0.0
SG,2014,Singapore,-5.962,0.1,0.15,87.53709,1.0,143.4499969482422,81.02,0.0,0.0,0.0,0.0
SG,2015,Singapore,-4.601,0.1,0.15,87.23973,1.0,143.4499969482422,76.32,0.0,0.0,0.0,0.0
SG,2016,Singapore,-2.863,0.1,0.15,86.1468,1.0,143.4499969482422,76.48,0.0,0.0,0.0,0.0
SG,2017,Singapore,-3.669,0.1,0.15,89.32641,1.0,143.4499969482422,79.56,0.0,0.0,0.0,0.0
SG,2018,Singapore,-5.395,,,,1.0,143.4499969482422,81.11,,,,
SG,2019,Singapore,-3.609,,,,1.0,143.4499969482422,,,,,
TH,1997,Thailand,-2.749,0.6,0.8,46.53017,1.0,1529.8499755859375,0.0,,,,
TH,1998,Thailand,1.681,0.55,0.75,50.2989,1.0,1529.8499755859375,0.0,,,,
TH,1999,Thailand,6.292,0.55,0.75,49.03455,1.0,1529.8499755859375,0.0,,,,
TH,2000,Thailand,9.017,0.55,0.85,49.67592,1.0,1529.8499755859375,26.57,0.0,0.0376364327967166,0.0376364327967166,0.0376364327967166
TH,2001,Thailand,1.792,0.65,0.85,48.43143,1.0,1529.8499755859375,29.62,0.0,0.0337609723210334,0.0337609723210334,0.0337609723210334
TH,2002,Thailand,1.768,0.65,0.85,48.64865,1.0,1529.8499755859375,35.06,0.0,0.0285225324332714,0.0285225324332714,0.0285225324332714
TH,2003,Thailand,6.722,0.65,0.85,49.23352,1.0,1529.8499755859375,36.41,0.0,0.0274649821221828,0.0274649821221828,0.0274649821221828
TH,2004,Thailand,-1.978,0.65,0.9,47.17166,1.0,1529.8499755859375,37.3,0.0268096514046192,0.0268096514046192,0.0268096514046192,0.0268096514046192
TH,2005,Thailand,-1.106,0.75,0.9,44.19565,1.0,1529.8499755859375,42.57,0.0234907213598489,0.0234907213598489,0.0234907213598489,0.0234907213598489
TH,2006,Thailand,-1.392,0.75,0.9,44.8106,1.0,1529.8499755859375,47.06,0.0212494693696498,0.0212494693696498,0.0212494693696498,0.0212494693696498
TH,2007,Thailand,-2.039,0.75,0.9,45.92338,1.0,1529.8499755859375,51.69,0.0193461012095212,0.0193461012095212,0.0193461012095212,0.0193461012095212
TH,2008,Thailand,-0.22,0.65,0.9,44.55691,1.0,1529.8499755859375,50.44,0.0198255348950624,0.0198255348950624,0.0198255348950624,0.0198255348950624
TH,2009,Thailand,-0.801,0.65,0.9,46.31858,1.0,1529.8499755859375,61.1,0.0163666121661663,0.0163666121661663,0.0163666121661663,0.0163666121661663
TH,2010,Thailand,2.214,0.6,0.9,47.13723,1.0,1529.8499755859375,62.48,0.0160051211714744,0.0160051211714744,0.0160051211714744,0.0160051211714744
TH,2011,Thailand,1.284,0.6,0.9,46.14161,1.0,1529.8499755859375,62.87,0.015905836597085,0.015905836597085,0.015905836597085,0.015905836597085
TH,2012,Thailand,0.006,0.75,0.9,47.16,1.0,1529.8499755859375,68.93,0.0145074715837836,0.0145074715837836,0.0145074715837836,0.0145074715837836
TH,2013,Thailand,0.947,0.7,0.75,47.19205,1.0,1529.8499755859375,69.67,0.0143533805385231,0.0143533805385231,0.0143533805385231,0.0143533805385231
TH,2014,Thailand,-0.516,0.7,0.75,49.20258,1.0,1529.8499755859375,69.97,0.0142918396741151,0.0142918396741151,0.0142918396741151,0.0142918396741151
TH,2015,Thailand,0.801,0.7,0.75,44.97616,1.0,1529.8499755859375,72.83,0.0137306051328778,0.0137306051328778,0.0137306051328778,0.0137306051328778
TH,2016,Thailand,-0.132,0.7,0.75,44.37426,1.0,1529.8499755859375,74.6,0.0134048257023096,0.0134048257023096,0.0134048257023096,0.0134048257023096
TH,2017,Thailand,-0.57,0.7,0.75,44.27232,1.0,1529.8499755859375,73.0,0.0136986300349235,0.0136986300349235,0.0136986300349235,0.0136986300349235
TH,2018,Thailand,0.947,,,,1.0,1529.8499755859375,76.27,,,,
TH,2019,Thailand,0.252,,,,1.0,1529.8499755859375,,,,,
VN,1997,Vietnam,,1.0,0.7142857142857143,84.50824,0.0,2338.550048828125,,,,,
VN,1998,Vietnam,,0.8888888888888888,1.0,84.61529,0.0,2338.550048828125,,,,,
VN,1999,Vietnam,0.126,0.8888888888888888,1.0,84.91499,0.0,2338.550048828125,,,,,
VN,2000,Vietnam,1.582,0.9,1.0,84.53559,0.0,2338.550048828125,,,,,
VN,2001,Vietnam,2.038,0.9,1.0,84.84744,0.0,2338.550048828125,,,,,
VN,2002,Vietnam,2.784,0.9,1.0,82.86565,0.0,2338.550048828125,,,,,
VN,2003,Vietnam,2.355,0.9,1.0,81.76545,0.0,2338.550048828125,,,,,
VN,2004,Vietnam,3.249,0.85,1.0,77.87604,0.0,2338.550048828125,,,,,
VN,2005,Vietnam,0.19,0.85,1.0,73.3314,0.0,2338.550048828125,,,,,
VN,2006,Vietnam,1.212,0.85,1.0,65.66668,0.0,2338.550048828125,,,,,
VN,2007,Vietnam,-0.254,0.85,1.0,52.65104,0.0,2338.550048828125,,,,,
VN,2008,Vietnam,2.008,0.9,1.0,52.65025,0.0,2338.550048828125,,,,,
VN,2009,Vietnam,0.488,0.9,0.9,44.44593,0.0,2338.550048828125,,,,,
VN,2010,Vietnam,6.021,0.9,0.9,38.94954,0.0,2338.550048828125,,,,,
VN,2011,Vietnam,2.756,0.95,0.9,37.44181,0.0,2338.550048828125,,,,,
VN,2012,Vietnam,1.147,0.85,0.9,40.3909,0.0,2338.550048828125,16.58,0.060313630849123,0.060313630849123,0.060313630849123,0.060313630849123
VN,2013,Vietnam,6.857,0.85,0.9,40.55388,0.0,2338.550048828125,19.0,0.0526315793395042,0.0526315793395042,0.0526315793395042,0.0526315793395042
VN,2014,Vietnam,7.444,0.85,0.9,37.83551,0.0,2338.550048828125,21.24,0.0470809787511825,0.0470809787511825,0.0470809787511825,0.0470809787511825
VN,2015,Vietnam,6.29,0.85,0.9,50.49805,0.0,2338.550048828125,24.13,0.0414421893656253,0.0414421893656253,0.0414421893656253,0.0414421893656253
VN,2016,Vietnam,6.437,0.85,0.9,40.71964,0.0,2338.550048828125,36.91,0.0270929280668497,0.0270929280668497,0.0270929280668497,0.0270929280668497
VN,2017,Vietnam,3.859,0.85,0.9,25.8843,0.0,2338.550048828125,37.59,0.0266028195619583,0.0266028195619583,0.0266028195619583,0.0266028195619583
VN,2018,Vietnam,4.72,,,,0.0,2338.550048828125,39.11,,,,
VN,2019,Vietnam,4.351,,,,0.0,2338.550048828125,,,,,
